"name"	"common_name"
COMMELINA DIFFUSA SUBSP. DIFFUSA WHOLE	""
COMMELINA FORMOSA WHOLE	""
SPREADING DAYFLOWER WHOLE	""
COMMELINA CAESPITOSA WHOLE	""
COMMELINA CAYENNENSIS WHOLE	""
COMMELINA GLABRA WHOLE	""
COMMELINA PILOSA WHOLE	""
COMMELINA OCHREATA WHOLE	""
COMMELINA AGRARIA WHOLE	""
COMMELINA SABATIERI WHOLE	""
COMMELINA DIFFUSA WHOLE	""
COMMELINA CANARIENSIS WHOLE	""
COMMELINA LONGICAULIS WHOLE	""
COMMELINA CAJENNENSIS WHOLE	""
CORDIA CALYPTRATA WHOLE	""
VARRONIA CALYPTRATA WHOLE	""
CORDIA DENTATA WHOLE	""
CORDIA TENUIFOLIA WHOLE	""
CORDIA LEPTOPODA WHOLE	""
CORDIA DENTATA POIR.	""
CARPIPHEA DENTATA WHOLE	""
LITHOCARDIUM TENUIFOLIUM WHOLE	""
CORDIA CORYLIFOLIA WHOLE	""
CLAVARIA GRANULOSA WHOLE	""
SPHAERIA MILITARIS WHOLE	""
CLAVARIA MILITARIS WHOLE	""
HYPOXYLON MILITARE WHOLE	""
TORRUBIA MILITARIS WHOLE	""
CORDYCEPS (CORDYCEPS MILITARIS) [HOC]	""
XYLARIA MILITARIS WHOLE	""
CORDYCEPS MILITARIS WHOLE	""
CORYNESPHAERA MILITARIS WHOLE	""
CORIANDER (FRUIT) [HOC]	""
CORIANDER WHOLE	""
YAN SUI WHOLE	""
CORIANDRUM MAJUS WHOLE	""
CHINESE PARSLEY WHOLE	""
BIFORA LOUREIROI WHOLE	""
CHINESE-PARSLEY WHOLE	""
CORIANDRUM DIVERSIFOLIUM WHOLE	""
CILANTRO (LEAF) [HOC]	""
KULANTU WHOLE	""
CORIANDROPSIS SYRIACA WHOLE	""
CORIANDRUM SATIVUM L.	""
CORIANDRUM MELPHITENSE WHOLE	""
PARSLEY WHOLE (CORIANDRUM SATIVUM)	""
SELINUM CORIANDRUM WHOLE	""
HU SUI, WHOLE	""
CORIANDRUM GLOBOSUM WHOLE	""
SIUM CORIANDRUM WHOLE	""
CORIANDRUM SATIVUM WHOLE	""
FLOWERING DOGWOOD [HOC]	""
FLOWERING DOGWOOD WHOLE	""
CORNUS FLORIDA L.	""
CORNUS FLORIDA WHOLE	""
CYNOXYLON FLORIDUM (L.) RAF. EX B.D. JACKS.	""
BENTHAMIDIA FLORIDA WHOLE	""
CYNOXYLON FLORIDUM WHOLE	""
CORNUS OFFICINALIS SIEBOLD & ZUCC.	""
JAPANESE CORNEL WHOLE	""
CORNUS OFFICINALIS WHOLE PLANT	""
MACROCARPIUM OFFICINALE WHOLE	""
ASIATIC DOGWOOD WHOLE	""
ASIATIC CORNELIAN CHERRY WHOLE	""
CORNUS WHOLE	""
CORNUS OFFICINALIS [WHO-DD]	""
CORNUS OFFICINALIS WHOLE	""
CORNI FRUCTRUS WHOLE	""
ASIATIC CORNEL WHOLE	""
JAPANESE CORNELIAN-CHERRY WHOLE	""
SHANZHUYU WHOLE	""
CORNUS OFFICINALIS WHOLE PLANT [WHO-DD]	""
ASIATIC DOGWOOD [HOC]	""
KUDIDING WHOLE	""
CORYDALIS BUNGEANA TURCZ.	""
CORYDALIS BUNGEANA [WHO-DD]	""
CORYDALIS BUNGEANA WHOLE	""
BUNGE CORYDALIS WHOLE	""
CORYDALIS RACEMOSA WHOLE	""
CORYDALIS BUNGEANAE WHOLE	""
CAPNOIDES BUNGEANA WHOLE	""
KU DI DING WHOLE	""
HAZEL WHOLE	""
CORYLUS HUMILIS WHOLE	""
CORYLUS VIRGINIANA WHOLE	""
CORYLUS SEROTINA WHOLE	""
AMERICAN HAZELNUT WHOLE	""
ROSTELLA VARIEGATA WHOLE	""
CORYLUS CALYCULATA WHOLE	""
AMERICAN HAZEL WHOLE	""
CORYLUS AMERICANA WALTER	""
HAZELNUT WHOLE	""
CORYLUS AMERICANA WHOLE	""
CORYLUS AVELLANA WHOLE	""
CORYLUS AVELLANA L.	""
CORYLUS AVELLANA [WHO-DD]	""
EUROPEAN HAZEL WHOLE	""
COMMON FILBERT WHOLE	""
COMMON HAZEL WHOLE	""
EUROPEAN HAZEL [HOC]	""
EUROPEAN HAZELNUT WHOLE	""
AZAROLE [HOC]	""
CRATAEGUS AZAROLUS L.	""
MEDITERRANEAN MEDLAR WHOLE	""
PYRUS AZAROLUS WHOLE	""
MEDITERRANEAN-MEDLAR WHOLE	""
AZAROLE WHOLE	""
OXYACANTHA AZAROLUS WHOLE	""
AZAROLUS MAROCCANA WHOLE	""
CRATAEGUS AZAROLUS WHOLE	""
CRATAEGUS RUSCINONENSIS WHOLE	""
MESPILUS AZAROLUS WHOLE	""
CRATAEGUS GRACILIOR J.B.PHIPPS	""
CRATAEGUS GRACILIOR WHOLE	""
CRATAEGUS CORIACEA WHOLE	""
OXYACANTHA VULGARIS WHOLE	""
MIDLAND HAWTHORN WHOLE	""
CRATAEGUS LAEVIGATA [WHO-DD]	""
MESPILUS OXYACANTHOIDES WHOLE	""
WOODLAND HAWTHORN WHOLE	""
HAWTHORN (CRATAEGUS LAEVIGATA) [HOC]	""
MESPILUS INTERMEDIA WHOLE	""
QUICK SET-THORN WHOLE	""
PEAR-THORN WHOLE	""
CRATAEGUS OXYACANTHA WHOLE	""
MESPILUS LAEVIGATA WHOLE	""
CRATAEGUS LAEVIGATA (POIR.) DC.	""
CRATAEGUS LAEVIGATA WHOLE	""
WHITE THORN WHOLE	""
MAY TREE WHOLE	""
OXYACANTHA OBTUSATA WHOLE	""
MESPILUS DIGYNA WHOLE	""
CRATAEGUS CUNEATOTRIFIDA WHOLE	""
CRATAEGUS PALMSTRUCHII WHOLE	""
SMOOTH HAWTHORN WHOLE	""
CRATAEGUS WALOKOCHIANA WHOLE	""
CRATAEGUS OXYACANTHOIDES WHOLE	""
CRATAEGUS SUBINERMIS WHOLE	""
MAYBLOSSOM WHOLE	""
MAY WHOLE	""
QUICKTHORN WHOLE	""
MESPILUS CRATAEGUS WHOLE	""
MOTHERDIE WHOLE	""
MESPILUS ELEGANS WHOLE	""
ONE-SEED HAWTHORN WHOLE	""
HAW WHOLE	""
OXYACANTHA ELEGANS WHOLE	""
ONESEED HAWTHORN WHOLE	""
HAWTHORN WHOLE	""
CRATAEGUS MONOGYNA JACQ.	""
OXYACANTHA APIIFOLIA WHOLE	""
ENGLISH HAWTHORN WHOLE	""
WHITETHORN WHOLE	""
HAWTHORN (CRATAEGUS MONOGYNA) [HOC]	""
CRATAEGUS MONOGYNA WHOLE	""
COMMON HAWTHORN WHOLE	""
CRATAEGUS MONOGYNA [WHO-DD]	""
OXYACANTHA MONOGYNA WHOLE	""
CRATAEGUS ELEGANS WHOLE	""
MESPILUS MONOGYNA WHOLE	""
SINGLESEED HAWTHORN WHOLE	""
CRATAEGUS CURVISEPALA [WHO-DD]	""
ENGLISH HAWTHRON WHOLE	""
MAYTHORN WHOLE	""
CRATAEGUS FISCHERI WHOLE	""
CRATAEGUS DARVASICA WHOLE	""
CRATAEGUS SONGARICA WHOLE	""
CRATAEGUS SONGARICA K.KOCH	""
SEA FENNEL	""
CRITHMUM CANARIENSE WHOLE	""
SEA FENNEL [HOC]	""
CRITHMUM MARITIMUM	""
CACHRYS MARITIMA WHOLE	""
CRITHMUM MARITIMUM L.	""
SEA-FENNEL	""
CRITHMUM MARITIMUM WHOLE	""
ROCK SAMPHIRE	""
TARENNA MOSSAMBICENSIS WHOLE	""
CROSSOPTERYX KOTSCHYANA WHOLE	""
CHOMELIA ANGOLENSIS WHOLE	""
CROSSOPTERYX AFRICANA WHOLE	""
RONDELETIA AFRICANA WHOLE	""
CROSSOPTERYX FEBRIFUGA WHOLE	""
CHOMELIA BUCHANANII WHOLE	""
CHOMELIA MOSSAMBICENSIS WHOLE	""
RONDELETIA FEBRIFUGA WHOLE	""
TARENNA ANGOLENSIS WHOLE	""
CROSSOPTERYX FEBRIFUGA (AFZEL. EX G.DON) BENTH.	""
SUNN HEMP WHOLE	""
CROTALARIA FENESTRATA WHOLE	""
CROTALARIA JUNCEA WHOLE	""
CROTALARIA BENGHALENSIS WHOLE	""
SUNN CROTALARIA WHOLE	""
CROTALARIA VIMINEA WHOLE	""
CROTALARIA CANNABINUA WHOLE	""
SUNN-HEMP WHOLE	""
CROTALARIA PORRECTA WHOLE	""
MADRAS-HEMP WHOLE	""
SANN-HEMP WHOLE	""
CROTALARIA TENUIFOLIA WHOLE	""
SANN HEMP [HOC]	""
CROTALARIA FERESTRATA WHOLE	""
SANN HEMP WHOLE	""
CROTALARIA JUNCEA L.	""
SHANA WHOLE	""
SUNN WHOLE	""
CROTALARIA JAVANICA WHOLE	""
SMOOTH CROTALARIA WHOLE	""
CROTALARIA TINCTORIA WHOLE	""
SALTS RATTLEBOX WHOLE	""
CROTALARIA SIAMICA WHOLE	""
STRIPED CROTALARIA WHOLE	""
CROTALARIA PALLIDA AITON	""
CROTALARIA ZUCCARINIANA WHOLE	""
CROTALARIA PALLIDA WHOLE	""
CROTALARIA HOOKERI WHOLE	""
CROTALARIA PISIFORMIS WHOLE	""
CROTALARIA STRIATA WHOLE	""
CROTALARIA BROWNEI WHOLE	""
SMOOTH RATTLEBOX WHOLE	""
CROTALARIA FERTILIS WHOLE	""
CROTON DRACONOIDES MULL.ARG.	""
CROTON DRACONOIDES WHOLE	""
OXYDECTES DRACONOIDES WHOLE	""
CROTON STELLATOPILOSUS WHOLE	""
CROTON STELLATOPILOSUS H.OHBA	""
LUERSSENIA CYMINUM WHOLE	""
CUMINUM ODORUM SALISB.	""
CUMINUM AEGYPTIACUM WHOLE	""
CUMIN [HOC]	""
CUMINUM CYMINUM WHOLE	""
LIGUSTICUM CUMINUM WHOLE	""
SELINUM CUMINUM WHOLE	""
CUMINUM OFFICINALE WHOLE	""
CUMINUM ODORUM WHOLE	""
CUMIN WHOLE	""
CUMINUM CYMINUM [WHO-DD]	""
CUMINUM CYMINUM L.	""
CUMINUM HISPANICUM WHOLE	""
CUMINIA CYMINUM WHOLE	""
CYMINON LONGEINVOLUCELLATUM WHOLE	""
CUMINUM SATIVUM WHOLE	""
CUPHEA BALSAMONA WHOLE	""
SETE SANGRIAS [HOC]	""
PARSONSIA PINTO WHOLE	""
CUPHEA CARTHAGENENSIS WHOLE	""
LYTHRUM CARTHAGENENSE WHOLE	""
COLOMBIAN WAXWEED WHOLE	""
CUPHEA CARTHAGENENSIS (JACQ.) J.F.MACBR.	""
CUPHEA CARTHAGENENSIS [WHO-DD]	""
CUPHEA DIVARICATA WHOLE	""
CUPHEA PEPLIDIOIDES WHOLE	""
CUPHEA PINTO WHOLE	""
PARSONSIA BALSAMONA WHOLE	""
CUPHEA CARTHAGENENSIS	""
BALSAMONA PINTO WHOLE	""
CURCUM WHOLE	""
CURCUMA DOMESTICA WHOLE	""
STISSERA LONGA WHOLE	""
KUA DOMESTICA WHOLE	""
CURCUMA LONGA [WHO-DD]	""
CURCUMA VIRIDIFLORA WHOLE	""
CURCUMA WHOLE	""
CURCUMA BROG WHOLE	""
YU JIN WHOLE	""
YELLOW GINGER WHOLE	""
HALDI WHOLE	""
TURMERIC [HOC]	""
CURCUMA MONTANA WHOLE	""
CURCUMA LONGA L.	""
JIANG HUANG WHOLE	""
COMMON TURMERIC WHOLE	""
CURCUMA LONGA WHOLE	""
AMOMUM CURCUMA WHOLE	""
INDIAN SAFFRON WHOLE	""
CURCUMA SOLOENSIS WHOLE	""
CURCUMA TINCTORIA WHOLE	""
HARIDRA WHOLE	""
TURMERIC WHOLE	""
STISSERA CURCUMA WHOLE	""
CURCUMA OCHRORHIZA WHOLE	""
CURCUMA DOMESTICA VALETON	""
CURCUMA EUCHROMA WHOLE	""
CURCUMA OFFICINALIS WHOLE	""
CURCUMA RAKTAKANTA WHOLE	""
COSTUS NIGRICANS WHOLE	""
ROSCOEA NIGROCILIATA WHOLE	""
AMOMUM LATIFOLIUM WHOLE	""
ZEDOARY [HOC]	""
E ZHU WHOLE	""
CURCUMA ZEDOARIA [WHO-DD]	""
CURCUMA ZEDOARIA WHOLE	""
COSTUS LUTEUS WHOLE	""
KARCHURA WHOLE	""
ERNDLIA ZERUMBET WHOLE	""
AMOMUM ZEDOARIA WHOLE	""
CURCUMA SPECIOSA WHOLE	""
CURCUMA PALLIDA WHOLE	""
ERNDLIA SUBPERSONATA WHOLE	""
ZEDOARY WHOLE	""
AMOMUM ZERUMBET WHOLE	""
CURCUMA MALABARICA WHOLE	""
CURCUMA ZEDOARIA (CHRISTM.) ROSCOE	""
CURCUMA ZERUMBET WHOLE	""
ROSCOEA LUTEA WHOLE	""
VERNONIA ABBREVIATA WHOLE	""
EUPATORIUM ARBOREUM WHOLE	""
CONYZA INCANA WHOLE	""
CONYZA CINEREA L.	""
CINERARIA GLABERRIMA WHOLE	""
BLUMEA ESQUIROLII WHOLE	""
SAHADEVI WHOLE	""
VERNONIA EXILIS WHOLE	""
VERNONIA KRONEANA WHOLE	""
SENECIODES CINEREUM WHOLE	""
CONYZA CINEREA WHOLE	""
PURPLE FLEABANE WHOLE	""
SENECIOIDES CINEREA (L.) KUNTZE EX BRITTON & P. WILSON	""
EUPATORIUM MYOSOTIFOLIUM WHOLE	""
VERNONIA CINEREA [WHO-DD]	""
VERNONIA CINEREA (L.) LESS.	""
CACALIA CINEREA WHOLE	""
VERNONIA VIALIS WHOLE	""
VERNONIA ARGUTA WHOLE	""
CACALIA LINIFOLIA WHOLE	""
CACALIA EXILIS WHOLE	""
CYANTHILLIUM CINEREUM WHOLE	""
CRASSOCEPHALUM FLATMENSE WHOLE	""
SERRATULA CINEREA WHOLE	""
CACALIA KRONEANA WHOLE	""
CACALIA ERIGERODES WHOLE	""
CALEA CORDATA WHOLE	""
LITTLE IRONWEED WHOLE	""
CYANTHILLIUM CINEREUM (L.) H. ROB.	""
CACALIA ARGUTA WHOLE	""
LITTLE IRONWEED [HOC]	""
VERNONIA BETONICAEFOLIA WHOLE	""
CYANOPIS DECURRENS WHOLE	""
VERNONIA FASCICULATA WHOLE	""
CONYZA PROLIFERA WHOLE	""
CONYZA HETEROPHYLLA WHOLE	""
CONYZA CHINENSIS WHOLE	""
VERNONIA CINEREA WHOLE	""
CACALIA VIALIS WHOLE	""
PTERONIA TOMENTOSA WHOLE	""
CYCLAMEN SABAUDUM WHOLE	""
CYCLAMEN AEDIRHIZUM WHOLE	""
CYCLAMEN NEAPOLITANUM WHOLE	""
CYCLAMEN IMMACULATUM WHOLE	""
CYCLAMEN POLI WHOLE	""
CYCLAMEN CYCLAMINUS WHOLE	""
CYCLAMEN CRASSIFOLIUM WHOLE	""
CYCLAMINUM VERNUM WHOLE	""
CYCLAMEN HEDERIFOLIUM WHOLE	""
CYCLAMEN ANGULARE WHOLE	""
CYCLAMEN ROMANUM WHOLE	""
CYCLAMEN ALBIFLORUM WHOLE	""
CYCLAMEN LINEARIFOLIUM WHOLE	""
CYCLAMEN HEDERIFOLIUM AITON	""
CYCLAMEN INSULARE WHOLE	""
CYCLAMEN SUBHASTATUM WHOLE	""
CYCLAMINUS NEAPOLITANA WHOLE	""
CYCLAMEN AUTUMNALE WHOLE	""
CYMBOPOGON SCHOENANTHUS SUBSP. PROXIMUS [WHO-DD]	""
CYMBOPOGON SCHOENANTHUS SUBSP. PROXIMUS (HOCHST. EX A.RICH.) MAIRE & WEILLER	""
CYMBOPOGON PROXIMUS WHOLE	""
CYMBOPOGON SENNARENSIS WHOLE	""
ANDROPOGON SENNARENSIS WHOLE	""
ANDROPOGON GIGANTEUS WHOLE	""
GYMNANTHELIA SENNARENSIS WHOLE	""
ANDROPOGON PROXIMUS WHOLE	""
CYMBOPOGON SCHOENANTHUS SUBSP. PROXIMUS WHOLE	""
GYMNANTHELIA PROXIMA WHOLE	""
NUT GRASS WHOLE	""
CYPERUS PROCERULUS WHOLE	""
CYPERUS HERBICAVUS WHOLE	""
CYPERUS HEXASTACHYOS WHOLE	""
CYPERUS ROTUNDUS WHOLE	""
SUO CAO WHOLE	""
CYPERUS TENUIFOLIUS WHOLE	""
CYPERUS MERKERI WHOLE	""
CYPERUS HYDRA WHOLE	""
XIANG FU WHOLE	""
PAKOPAKO WHOLE	""
CYPERUS RADICOSUS WHOLE	""
CYPERUS NUBICUS WHOLE	""
CYPERUS (CYPERUS ROTUNDUS) [HOC]	""
COCO SEDGE WHOLE	""
CYPERUS ROTUNDUS [WHO-DD]	""
CYPERUS RUBICUNDUS WHOLE	""
CYPERUS MICREILEMA WHOLE	""
CYPERUS PURPUREOVARIEGATUS WHOLE	""
CYPERUS AGRESTIS WHOLE	""
PYCREUS ROTUNDUS WHOLE	""
MUSTA WHOLE	""
NUT SEDGE WHOLE	""
CYPERUS LEPTOSTACHYUS WHOLE	""
CYPERUS LAEVISSIMUS WHOLE	""
PURPLE NUT SEDGE WHOLE	""
XIANG FU ZI WHOLE	""
CHAGUAN HUMATAG WHOLE	""
COCOGRASS WHOLE	""
CYPERUS BULBOSOSTOLONIFERUS WHOLE	""
CYPERUS TAYLORII WHOLE	""
SCHOENUS TUBEROSUS WHOLE	""
CYPERUS WEINLANDII WHOLE	""
NUTGRASS WHOLE	""
CYPERUS COMOSUS WHOLE	""
CYPERUS BIFAX WHOLE	""
GALINGALE WHOLE	""
PURPLE NUTSEDGE WHOLE	""
CYPERUS OLIGANTHUS WHOLE	""
CHLOROCYPERUS ROTUNDUS WHOLE	""
COCO-GRASS WHOLE	""
CYPERUS HILDRA WHOLE	""
CYPERUS MARITIMUS WHOLE	""
CYPERUS DISRUPTUS WHOLE	""
CYPERUS RUDIOI WHOLE	""
CYPERUS OLIVARIS WHOLE	""
CYPERUS TETRASTACHYOS WHOLE	""
CYPERUS OCHREOIDES WHOLE	""
CYPERUS PLATYSTACHYS WHOLE	""
CYPERUS PSEUDOVARIEGATUS WHOLE	""
CYPERUS ROTUNDUS L.	""
KILI'O'OPU WHOLE	""
CYPERUS WHOLE	""
CHLOROCYPERUS SALAAMENSIS WHOLE	""
CYPERUS ARABICUS WHOLE	""
CYPERUS BICOLOR WHOLE	""
CYPERUS YOSHINAGAE WHOLE	""
DACTYLORHIZA INCARNATA SUBSP. INCARNATA [WHO-DD]	""
ORCHIS ALTAICA WHOLE	""
DACTYLORHIZA INCARNATA WHOLE	""
DACTYLORHIZA INTERMEDIA WHOLE	""
ORCHIS COMOSA WHOLE	""
ORCHIS EXTENSA WHOLE	""
DACTYLORHIZA COMOSA WHOLE	""
DACTYLORHIZA INCARNATA (L.) SO	""
ORCHIS CONDENSA WHOLE	""
ORCHIS ANGUSTIFOLIA WHOLE	""
ORCHIS PALMATA WHOLE	""
DACTYLORHIZA LATIFOLIA WHOLE	""
ORCHIS THARANDINA WHOLE	""
ORCHIS TRAUNSTEINERI WHOLE	""
DACTYLORHIZA STRICTIFOLIA WHOLE	""
ORCHIS MILITARIS WHOLE	""
ORCHIS LANCEATA WHOLE	""
ORCHIS INCARNATA WHOLE	""
ORCHIS STRICTIFLORA WHOLE	""
ZI DIAN ZHANG LIE LAN WHOLE	""
ORCHIS FISTULATA WHOLE	""
DACTYLORHIZA INCARNATA SUBSP. INCARNATA WHOLE	""
DACTYLORCHIS INCARNATA WHOLE	""
ORCHIS DIVARICATA WHOLE	""
MISTRALIA GNIDIUM WHOLE	""
DAPHNE GNIDIUM [WHO-DD]	""
DAPHNE GNIDIUM L.	""
DAPHNE ORTHOPHYLLA WHOLE	""
LAUREOLA GNIDIUM WHOLE	""
DAPHNE GNIDIUM WHOLE	""
DAPHNE PANICULATA WHOLE	""
THYMELAEA GNIDIUM WHOLE	""
DAPHNE LAUREOLA L.	""
DAPHNE KABYLICA WHOLE	""
DAPHNE LAUREOLA WHOLE	""
DAPHNE ARVERNENSIS WHOLE	""
THYMELAEA LAUREOLA WHOLE	""
SPURGELAUREL WHOLE	""
DAPHNE PYCNOPHYLLA WHOLE	""
DAPHNE MAJOR WHOLE	""
LAUREOLA MAS WHOLE	""
DAPHNE CANTABRICA WHOLE	""
DAPHNE MULTIFLORA WHOLE	""
LAUREOLA SEMPERVIRENS WHOLE	""
DAPHNE SEMPERVIRENS WHOLE	""
DAPHNE BUXIFOLIA WHOLE	""
NEMOCTIS ANGUSTIFOLIA WHOLE	""
DAPHNE OLEOIDES WHOLE	""
DAPHNE OLEOIDES SCHREB.	""
NEMOCTIS BUXIFOLIA WHOLE	""
DAPHNE GNIDIOIDES WHOLE	""
DAPHNE EUBOICA WHOLE	""
DAPHNE LUCIDA WHOLE	""
DAPHNE HISPANICA WHOLE	""
DAPHNE GLANDULOSA WHOLE	""
DAPHNE VAHLII WHOLE	""
DAPHNE AUSTRALIS WHOLE	""
DAPHNE SERICEA WHOLE	""
DAPHNE BLAGAYANA WHOLE	""
DAPHNE OLEIFOLIA WHOLE	""
DAPHNE COLLINA WHOLE	""
DAPHNE SERICEA VAHL	""
DAPHNE AUREA WHOLE	""
DAUCUS CAROTA [WHO-DD]	""
DAUCUS CAROTA SUBSP. CAROTA WHOLE	""
WILD CARROT [HOC]	""
DAUCUS CAROTA L.	""
QUEEN ANN'S LACE WHOLE	""
QUEEN ANNE'S-LACE WHOLE	""
DAUCUS CAROTA WHOLE	""
SALOSI WHOLE	""
QUEEN'S-LACE WHOLE	""
WILD CARROT WHOLE	""
FLAMETREE WHOLE	""
PEACOCK-FLOWER WHOLE	""
ROYAL POINCIANA [HOC]	""
FLAMBOYANT WHOLE	""
FLAME TREE WHOLE	""
FLAMBOYANT TREE WHOLE	""
DELONIX REGIA (BOJER EX HOOK.) RAF.	""
ROYAL POINCIANA WHOLE	""
CAESALPINIA REGIA WHOLE	""
POINCIANA REGIA WHOLE	""
DELONIX REGIA WHOLE	""
DELPHINIUM GRANDIFLORUM L.	""
DELPHINIUM CHINENSE WHOLE	""
DELPHINASTRUM GRANDIFLORUM WHOLE	""
DELPHINIUM BONATII WHOLE	""
SIBERIAN LARKSPUR WHOLE	""
DELPHINIUM SINENSE WHOLE	""
CHIENIA HONANENSIS WHOLE	""
DELPHINIUM GRANDIFLORUM [WHO-DD]	""
DELPHINIUM GRANDIFLORUM WHOLE	""
HYLODESMUM GLUTINOSUM WHOLE	""
HEDYSARUM ERYTHRINIFOLIUM WHOLE	""
DESMODIUM GLUTINOSUM WHOLE	""
DESMODIUM ACUMINATUM WHOLE	""
LARGEFLOWER TICKCLOVER WHOLE	""
POINTEDLEAF TICKTREFOIL WHOLE	""
HEDYSARUM GLUTINOSUM WHOLE	""
HEDYSARUM ACUMINATUM WHOLE	""
TREFOIL TICKCLOVER WHOLE	""
DESMODIUM ERYTHRYNIFOLIUM WHOLE	""
DESMODIUM GRANDIFLORUM WHOLE	""
DESMODIUM GLUTINOSUM (MUHL. EX WILLD.) ALPH.WOOD	""
DIANTHUS CHLOAEPHYLLUS WHOLE	""
CLUSTERHEAD WHOLE	""
DIANTHUS CERETANICUS WHOLE	""
DIANTHUS CLAVATUS WHOLE	""
DIANTHUS MONTANUS WHOLE	""
DIANTHUS GRAMINEUS WHOLE	""
DIANTHUS SEMPERFLORENS WHOLE	""
DIANTHUS SUBNEGLECTUS WHOLE	""
DIANTHUS CONGESTUS WHOLE	""
DIANTHUS CARPATHICUS WHOLE	""
DIANTHUS RUPICOLA WHOLE	""
DIANTHUS FASCICULATUS WHOLE	""
DIANTHUS CARTHUSIANORUM WHOLE	""
CARYOPHYLLUS CARTHUSIANORUM WHOLE	""
DIANTHUS VELEBITICUS WHOLE	""
TUNICA CARTHUSIANORUM WHOLE	""
DIANTHUS CARTHUSIANORUM L.	""
DIANTHUS NANUS WHOLE	""
SILENE CARTHUSIANORUM WHOLE	""
DIANTHUS CRENATUS WHOLE	""
DIANTHUS INAEQUALIS WHOLE	""
DIANTHUS CRENATUS THUNB.	""
STICKMANNIA HEXANDRA WHOLE	""
CONVALLARIA DIFFUSA WHOLE	""
DICHORISANDRA SIEBERTII WHOLE	""
STICKMANNIA OVALIFOLIA WHOLE	""
DICHORISANDRA INTERMEDIA WHOLE	""
DICHORISANDRA SCHOMBURGKIANA WHOLE	""
DICHORISANDRA OVATA WHOLE	""
STICKMANNIA INAEQUALIS WHOLE	""
DICHORISANDRA HEXANDRA (AUBL.) STANDL.	""
DICHORISANDRA INAEQUALIS WHOLE	""
DICHORISANDRA MEXICANA WHOLE	""
DICHORISANDRA SCANDENS WHOLE	""
DICHORISANDRA HEXANDRA WHOLE	""
ANEILEMA ECUADORIENSE WHOLE	""
TRADESCANTIA DIVARICATA WHOLE	""
DICHORISANDRA AFFINIS WHOLE	""
DICHORISANDRA OVALIFOLIA WHOLE	""
TRADESCANTIA AUBLETII WHOLE	""
COMMELINA HEXANDRA WHOLE	""
STICKMANNIA MEXICANA WHOLE	""
DIGITALIS FERRUGINEA WHOLE	""
DIGITALIS PICHLERI WHOLE	""
DIGITALIS BRACHYANTHA WHOLE	""
DIGITALIS FERRUGINEA L.	""
RUSTY FOXGLOVE WHOLE	""
SYNTHERISMA INSULARIS WHOLE	""
TRICHACHNE INSULARIS WHOLE	""
PANICUM INSULARE WHOLE	""
PANICUM DUCHAISSINGII WHOLE	""
PANICUM GAVANIANUM WHOLE	""
PANICUM FALSUM WHOLE	""
MILIUM HIRSUTUM WHOLE	""
NARDUS DACTYLOIDES WHOLE	""
ANDROPOGON INSULARIS WHOLE	""
TRICHOLAENA SACCHAROIDES WHOLE	""
DIGITARIA INSULARIS (L.) MEZ EX EKMAN	""
ANDROPOGON FABRICII WHOLE	""
TRICHOLAENA INSULARIS WHOLE	""
DIGITARIA INSULARIS WHOLE	""
SACCHARUM POLYSTACHYUM WHOLE	""
VALOTA INSULARIS WHOLE	""
AGROSTIS VILLOSA WHOLE	""
DIOSCOREA ANGUSTIFLORA WHOLE	""
DIOSCOREA LIEBRECHTSIANA WHOLE	""
DIOSCOREA PRAEHENSILIS WHOLE	""
DIOSCOREA COSTERMANSIANA WHOLE	""
DIOSCOREA PRAEHENSILIS BENTH.	""
DIOSCOREA ODORATISSIMA WHOLE	""
BUSH YAM WHOLE	""
DIOSCOREA HIRTICAULIS WHOLE	""
DIOSCOREA GLAUCA WHOLE	""
DIOSCOREA LONGIFOLIA WHOLE	""
DIOSCOREA PRUINOSA WHOLE	""
DIOSCOREA HIRTICAULIS BARTLETT	""
DIOSCOREA GLAUCA MUHL. EX BARTLETT	""
DIOSCOREA CLIFFORTIANA WHOLE	""
DIOSCOREA WALTHERI WHOLE	""
DIOSCOREA QUATERNATA J.F. GMEL.	""
DIOSCOREA LLOYDIANA WHOLE	""
COLIC WHOLE	""
DIOSCOREA OPPOSITA WHOLE	""
DIOSCOREA VILLOSA L.	""
DIOSCOREA PANICULATA WHOLE	""
RHEUMATISM WHOLE	""
DIOSCOREA MEGAPTERA WHOLE	""
DIOSCOREA QUINATA WHOLE	""
DIOSCOREA QUATERNATA WHOLE	""
DIOSCOREA VILLOSA [WHO-DD]	""
DIOSCOREA VILLOSA WHOLE	""
DIOSCOREA HEXAPHYLLA WHOLE	""
DIOSCOREA SATIVA WHOLE	""
MERIONE VILLOSA WHOLE	""
WILD YAM [HOC]	""
WILD YAM WHOLE	""
DIOSCOREA REPANDA WHOLE	""
DIOSPYROS LUCIDA WHOLE	""
DIOSPYROS VIRGINIANA WHOLE	""
EASTERN PERSIMMON WHOLE	""
DIOSPYROS ANGUSTIFOLIA WHOLE	""
DIOSPYROS GUAIACANA WHOLE	""
DIOSPYROS MOSIERI WHOLE	""
DIOSPYROS VIRGINIANA L.	""
DIOSPYROS FERTILIS WHOLE	""
DIOSPYROS DIGYNA WHOLE	""
BLACK SAPOTE [HOC]	""
DIOSPYROS INTERMEDIA WHOLE	""
PERSIMON VIRGINIANA WHOLE	""
