"concept_id","np_name"
-7995761,PUNCTUREVINE CALTROP WHOLE
-7996719,YINYANGHUO WHOLE
-7991902,XIANGFU
-7995930,CAPSELLA INTEGRELLA WHOLE
-7990820,VALERIANA MULTICEPS WHOLE
-7991301,BIXA AMERICANA WHOLE
-7994431,VELVET PLANT
-7999326,BLACK BUGBANE WHOLE
-7990732,PAPAVER RUSTICUM WHOLE
-7993981,UNCARIA TOMENTOSA WHOLE
-7999568,COMMON SAGEWORT WHOLE
-7995747,TRIBULUS MUREX WHOLE
-7993511,ACHILLEA SUBMELLIFOLIUM WHOLE
-7997898,SELF HEAL WHOLE
-7991402,NERIUM ODORUM WHOLE
-7995280,TRITICUM PULVERULENTUM WHOLE
-7991012,SNOWDOWN ROSE WHOLE
-7995040,ULMUS ARAXINA WHOLE
-7993275,ANETHUM PANMORI WHOLE
-7999610,GLYCINE MAX SUBSP. SOJA  H.OHASHI
-7999611,GLYCINE MAX  MERR.
-7995168,SQUAWROOT
-7992785,COMMON GRAPE VINE WHOLE
-7998751,MATRICARIA WHOLE
-7997863,HAMAMELIS VIRGINIANA WHOLE
-7991550,RED BEET
-7995935,CAPSELLA HIEMALIS WHOLE
-7990884,MOMO
-7996109,ESCHSCHOLZIA REVOLUTA WHOLE
-7995283,TRITICUM INFLATUM WHOLE
-7991180,LYCIUM BARBATUM
-7993967,EBURNAX PUDICA WHOLE
-7992602,ACER HYPOLEUCUM WHOLE
-7997081,MELIA PINNATA WHOLE
-7992674,CITRUS X NATSUDAIDAI WHOLE
-7998420,HIPPOHAETE HYEMALIS WHOLE
-7993902,JIANG PI WHOLE
-7994303,JAVA-BEAN WHOLE
-7990823,VALERIANA LEIOCARPA WHOLE
-7997434,SALVIA AGRESTIS WHOLE
-7999012,HEDGE MUSTARD WHOLE
-7992683,CITRUS X GLABERRIMA WHOLE
-7991563,BETA VULGARIS EXTRACT
-7993559,ACHILLEA ALPICOLA WHOLE
-7993305,HEDERA HELIX WHOLE
-7994835,VITIS ROTUNDIFOLIA MICHX.
-7993867,HU TAO WHOLE
-7993804,CYPERUS HILDRA WHOLE
-7990784,ANETHUM SOWA WHOLE
-7992205,ASPARAGUS ACEROSUS WHOLE
-7995025,ULMUS FOLIACEA WHOLE
-7993338,CEPA PALLENS WHOLE
-7992594,ACER TOMENTOSUM WHOLE
-7998422,EQUISETUM HYEMALE WHOLE
-7991531,POCAN WHOLE
-7996971,CRATAEGUS LAEVIGATA  DC.
-7995279,TRITICUM QUADRATUM WHOLE
-7993916,GOATWEED
-7993009,GREAT MORINDA WHOLE
-7991448,CHA WHOLE
-7997130,ATRACTYLODES CHINENSIS
-7995146,CRITONIA CHRYSOCEPHALUM WHOLE
-7991001,FALSA ACACIA
-7992757,VITIS SACCHARINA WHOLE
-7993986,OUROUPARIA POLYCEPHALA WHOLE
-7998869,STILLINGIA WHOLE
-7998068,BERBERIS RUBRA WHOLE
-7997701,GALIUM APARINE WHOLE
-7994412,VERBASCUM PLANTAGINEUM WHOLE
-7996290,JUNIPERUS VIRGINIANA L.
-7992300,MALVA RECTA WHOLE
-7995567,TRIGONELLA FOENUM-GRAECUM WHOLE EXTRACT
-7995630,MAGNOLIA ELLIPTICA WHOLE
-7994111,INDIAN MUSTARD
-7991609,CAMPHORTREE
-7990731,PAPAVER SEGETALE WHOLE
-7990594,SUAN CHENG
-7994340,CHIONANTHUS FRAGRANS WHOLE
-7992269,ONONIS
-7991627,MARRUBIUM BALLOTOIDES WHOLE
-7993895,ZINGIBER CHOLMONDELEYI WHOLE
-7999373,CYTTARIUM ARENARIUM WHOLE
-7995963,CAPSELLA DENTICULATA WHOLE
-7992217,WOOD SPIDER
-7994756,ASIATIC DOGWOOD WHOLE
-7994853,ZHANG YE DA HUANG
-7999223,CATWORT WHOLE
-7996155,ESCHSCHOLZIA CALIFORNICA EXTRACT
-7997455,TINUS DENSA WHOLE
-7999398,ARTOCARPUS INCISUS WHOLE
-7992309,MALVA GROSSHEIMII WHOLE
-7994484,CITRULLUS LANATUS  MATSUM. & NAKAI
-7991354,ACACIA JULIBRISSIN WHOLE
-7991169,LYCIUM TURBINATUM WHOLE
-7997269,ELEUTHEROCOCCUS SENTICOSUS WHOLE
-7993961,MIMOSA PUDICA WHOLE
-7990982,COMMON COLTSFOOT
-7998329,MYRICA CERIFERA WHOLE
-7999844,CINNAMOMUM OVATUM WHOLE
-7996554,STINGING NETTLE WHOLE
-7995403,BRASSICA RAPA WHOLE
-7996973,CRATAEGUS CORIACEA WHOLE
-7997141,PI PA WHOLE
-7991856,MELALEUCA GRANDIFLORA WHOLE
-7996700,PISTACIA LENTISCUS WHOLE
-7991659,PINUS MUGO TURRA
-7998973,ECHINOPANAX HORRIDUS WHOLE
-7994345,CINNAMON
-7995281,TRITICUM LINNAEANUM WHOLE
-7990870,MAJORANA UNCINATA WHOLE
-7994640,LYCOPUS AMERICANUS MUHL. EX W.P.C.BARTON
-7999640,MAGNOLIA VIRGINIANA SUBSP. VIRGINIANA WHOLE
-7998184,DIOSCOREA GLAUCA MUHL. EX BARTLETT
-7995012,ULMUS NUDA WHOLE
-7994213,HEATHER WHOLE
-7994992,ULMUS VULGARIS WHOLE
-7993202,ROSA HETEROSTYLA WHOLE
-7991551,MANGOLD
-7996527,AZEDARACH SEMPERVIRENS WHOLE
-7997314,COPTIS CHINENSIS FRANCH.
-7993505,ALCHEMILLA MAGNA WHOLE
-7999822,LAURUS CINNAMOMEA WHOLE
-7991722,FOMESFOMENTARIUS
-7995219,BULL'S FOOT WHOLE
-7997689,GALIUM PSEUDOAPARINE WHOLE
-7992082,BRAUNERIA ANGUSTIFOLIA WHOLE
-7994483,CITRULLUS LANATUS VAR. LANATUS WHOLE
-7997755,POGOSTEMON TOMENTOSUS WHOLE
-7997126,ATRACTYLODES LANCEA  DC.
-7995673,MYRTLE WHOLE
-7996552,TALL NETTLE WHOLE
-7992192,GEITONOPLESIUM SCANDENS WHOLE
-7999699,APIUM PALUSTRE WHOLE
-7999987,GYMNEMA MELICIDA WHOLE
-7994774,BLOODROOT WHOLE
-7999340,PSEUDOTSUGA MENZIESII WHOLE
-7995962,CAPSELLA DIFFORMIS WHOLE
-7997119,GIRALDIA STAPFII WHOLE
-7999369,GNAPHALIUM IGNESCENS WHOLE
-7992696,CITRUS X AURANTIUM L.
-7993985,OUROUPARIA TOMENTOSA WHOLE
-7992437,RUSCUS DUMOSUS WHOLE
-7992755,VITIS SINUOSA WHOLE
-7993513,ACHILLEA SUBALPINA WHOLE
-7994377,LINUM ARVENSE WHOLE
-7994411,VERBASCUM SCHRADERI WHOLE
-7992280,GREAT MULLEIN
-7995566,TRIGONELLA GRAECA WHOLE
-7991949,HOODWORT WHOLE
-7991082,CHEESES
-7992497,LEUCONYMPHAEA ODORATA WHOLE
-7992039,HORDEUM AEGICERAS WHOLE
-7994871,CAROUBIER WHOLE
-7999895,RHODIOLA KIRILOWII WHOLE
-7996705,LENTISCUS MASSILIENSIS WHOLE
-7999632,SWEETBAY MAGNOLIA WHOLE
-7994481,CITRULLUS LANATUS WHOLE
-7996106,ESCHSCHOLZIA ROSEA WHOLE
-7993635,HERB OF GRACE WHOLE
-7995756,TRIBULUS ACANTHOCOCCUS WHOLE
-7991106,BLACK SAMPSON
-7998421,EQUISETUM PRAEALTUM WHOLE
-7992805,STINKINGWEED
-7995475,LIGUSTICUM LEVISTICUM WHOLE
-7991634,WINTER SAVORY WHOLE
-7995853,CAPSELLA SUBALPINA WHOLE
-7995942,CAPSELLA GROSSOTRIANGULARIS WHOLE
-7998174,DIOSCOREA PRUINOSA WHOLE
-7998359,HELXINE MULTIFLORUM WHOLE
-7990661,ROOISEDE
-7997223,PRUNUS PERSICA
-7999980,GYMNEMA SYLVESTRE
-7997534,ROBINIA PSEUDOACACIA WHOLE
-7996100,ESCHSCHOLZIA STRICTA WHOLE
-7996727,EPIMEDIUM PUBESCENS MAXIM.
-7996492,SOLANUM ALBIFLORUM WHOLE
-7990850,NAVEL ORANGE
-7991756,FICUS CARICA WHOLE
-7994905,BUCKHORN PLANTAIN WHOLE
-7997468,CORAL ARDISIA WHOLE
-7997501,POLYSTICTUS NIGRICANS WHOLE
-7993824,VACCINIUM MYRSINITES LAM.
-7996053,LUERSSENIA CYMINUM WHOLE
-7993175,ROSA PSILOPHYLLA WHOLE
-7990716,HAZELNUT TREE
-7994861,LOCUST TREE WHOLE
-7997388,GARCINIA GERRARDII WHOLE
-7999831,CINNAMOMUM VERUM
-7990880,ANNUAL MARJORUM WHOLE
-7990951,SAMBUCUS CANADENSIS L.
-7999005,HESPERIS RUDERALIS WHOLE
-7999807,CAMPHORA TREE
-7994203,SOYABEAN
-7994232,CALLUNA ERICA WHOLE
-7995351,SPREADING PELLITORY
-7991298,BIXA ORELLANA L.
-7991998,HORDEUM MICHALKOWII WHOLE
-7996873,MAXIMOWICZIA AMURENSIS WHOLE
-7998221,ERIGERON FLORIBUNDUS WHOLE
-7992598,ACER SANGUINEUM WHOLE
-7995599,FUMARIA GASPARINII WHOLE
-7990897,VIBURNUM OPULOIDES WHOLE
-7999184,MACA WHOLE
-7994122,INULA HELENIUM L.
-7997827,MENTHA VIRIDIS WHOLE
-7995628,MAGNOLIA FERRUGINEA WHOLE
-7995269,PRUNUS ACACIA WHOLE
-7995355,PARIETARIA RAMIFLORA WHOLE
-7998214,MAGNOLIA
-7993473,ST. JOHN'S-BREAD
-7993453,SALVIA CRETICA WHOLE
-7996601,ERUCA SYLVESTRIS WHOLE
-7990810,VALERIANA SUBBIPINNATIFOLIA WHOLE
-7998355,PLEUROPTERUS MULTIFLORUS WHOLE
-7999767,CURCUMA LONGA WHOLE
-7993709,REDBERRY JUNIPER WHOLE
-7997877,HAMAMELIS ANDROGYNA WHOLE
-7998564,ERYTHRAEA LATIFOLIA WHOLE
-7995869,CAPSELLA RUBIGINOSA WHOLE
-7994929,MOMORDICA CHINENSIS WHOLE
-7993648,BACOPA MONNIERI
-7995111,ACER LATILOBUM WHOLE
-7997417,SALVIA VARIEGATA WHOLE
-7992487,NYMPHAEA PARKERIANA WHOLE
-7998338,CEROPHORA ANGUSTIFOLIA WHOLE
-7990803,QUERCUS ALBA L.
-7997041,LION'S TOOTH WHOLE
-7994347,TURNERA MICROPHYLLA WHOLE
-7997154,JAPANESE WHOLEING PLUM WHOLE
-7994146,TIPTON'S WEED WHOLE
-7994796,PETROSELINUM SATIVUM
-7996922,CORIANDRUM SATIVUM L.
-7991525,POKEWEED
-7993725,SENNA OCCIDENTALIS
-7994627,PHYTOSALPINX AMERICANA WHOLE
-7997943,MACA
-7995952,CAPSELLA FRIGIDA WHOLE
-7991932,COMMON DANDELION
-7992901,PINUS LUCIDA WHOLE
-7997471,BLADHIA LENTIGINOSA WHOLE
-7997671,EMILIA JAVANICA WHOLE
-7991163,MATRIMONYVINE WHOLE
-7995992,CAPSELLA BELGICA WHOLE
-7991445,GREEN TEA WHOLE
-7993459,OBOSKON CRETICA WHOLE
-7993988,NAUCLEA SURINAMENSIS WHOLE
-7999925,JUNIPERUS COMMUNIS L.
-7991605,COMMON SAGE
-7998065,BERBERIS SYLVESTRIS WHOLE
-7995350,SPREADING PELLITORY WHOLE
-7997051,PROFESSOR-WEED WHOLE
-7999706,APIUM GRAVEOLENS L.
-7993941,HORSERADISH TREE WHOLE
-7993891,ZINGIBER OFFICINALE WHOLE
-7996443,ELYTRIGIA REPENS WHOLE
-7997474,BLADHIA CRENATA WHOLE
-7999095,CHELIDONIUM MAJUS EXTRACT
-7995244,JIAOGULAN WHOLE
-7993101,BEGGAR'S TICKS WHOLE
-7994676,PINUS AUSTRIACA WHOLE
-7993530,ACHILLEA MILLEFOLIUM L.
-7993413,BUCHU WHOLE
-7991595,BEET
-7996212,KIDNEY-HEADED SHARK WHOLE
-7993130,FAUCIBARBA OFFICINALIS WHOLE
-7998690,JUGLANS NIGRA WHOLE
-7991090,WALNUT
-7991951,HELMET FLOWER
-7996119,ESCHSCHOLZIA MEXICANA GREENE
-7999362,STOECHAS CITRINA WHOLE
-7990935,KAVA
-7991425,THEAPHYLLA VIRIDIS WHOLE
-7995530,WITHANIA MICROPHYSALIS WHOLE
-7992439,RUSCUS ACULEATUS
-7998732,BRASSICA JUNCEA SUBSP. JUNCEA WHOLE
-7998554,GENTIANA PALUSTRIS WHOLE
-7994903,CHE QIAN CUO WHOLE
-7999208,NEPETA TOMENTOSA WHOLE
-7996478,SOLANUM GROTEI WHOLE
-7995825,OPIZIA BURSOIDES WHOLE
-7997083,MELIA JAPONICA WHOLE
-7990673,SWEET FALSE CHAMOMILE
-7999697,APIUM VULGARE WHOLE
-7999862,CINNAMOMUM BOUTONII WHOLE
-7991295,BIXA ORLEANA WHOLE
-7993185,ROSA NEMOPHILA WHOLE
-7997116,GLYCYRRHIZA EURYCARPA WHOLE
-7990695,COMMON PIPSISSEWA WHOLE
-7994408,VERBASCUM SUBALPINUM WHOLE
-7995148,CONYZA SYMPHYTIFOLIA WHOLE
-7998935,ILEX PARAGUARIENSIS A.ST.-HIL.
-7999686,SISON RUTA WHOLE
-7990640,MEDICAGO DENTICULATA WHOLE
-7992552,BURN PLANT WHOLE
-7991992,HORDEUM PENSANUM WHOLE
-7998079,BERBERIS JACQUINII WHOLE
-7990688,PIPSISSIWA
-7991608,CAMPHOR TREE
-7995543,PHYSALIS FLEXUOSA WHOLE
-7992210,ASPARAGOPSIS HOHENACKERI WHOLE
-7994042,FOMES CINNAMOMEUS WHOLE
-7995290,TRITICUM AESTIVUM WHOLE
-7995525,WITHANIA SOMNIFERA  DUNAL
-7994331,CHIONANTHUS TRIFLORUS WHOLE
-7997506,OCHROPORUS NIGRICANS WHOLE
-7991057,TWO-STYLE HAWTHORN
-7990740,PAPAVER FUCHSII WHOLE
-7990774,PEUCEDANUM ANETHUM WHOLE
-7990727,PAPAVER TRILOBUM WHOLE
-7996814,CICHORIUM HIRSUTUM WHOLE
-7993878,TANACETUM VULGARE WHOLE
-7996665,SCHIZOCALYX SYRIACUS WHOLE
-7999336,PSEUDOTSUGA VANCOUVERENSIS WHOLE
-7999794,CINNAMOMUM CAMPHORA  J.PRESL
-7993229,ROSA ACANTHINA WHOLE
-7999395,BREADFRUIT
-7992349,HYSSOP WHOLE
-7995389,SEVEN-TOP TURNIP
-7990720,EUROPEAN FILBERT
-7990681,BLUE CHAMOMILE
-7996307,EASTERN RED CEDAR
-7997864,HAMAMELIS VIRGINIANA L.
-7999813,CAMPHORA CAMPHORA
-7993575,LIQUIRITIA OFFICINARUM WHOLE
-7994250,SINGLESEED HAWTHORN WHOLE
-7997189,ROSMARINUS PROSTRATUS WHOLE
-7998084,BERBERIS GLOBULARIS WHOLE
-7992728,AURANTIUM X BIGARELLA WHOLE
-7993863,JUGLANS FALLAX WHOLE
-7992788,PLANTAIN
-7994367,LINUM USITATISSIMUM L.
-7996264,AMERICAN SPIKENARD WHOLE
-7999234,CALAMINTHA ALBIFLORA WHOLE
-7999858,CINNAMOMUM CORDIFOLIUM WHOLE
-7994566,FRANGULA ATLANTICA WHOLE
-7999846,CINNAMOMUM MAURITIANUM WHOLE
-7999808,CAMPHORA OFFICINARUM WHOLE
-7996022,BURSA ORIENTALIS WHOLE
-7991989,HORDEUM PRAECOX WHOLE
-7991072,ASIAN GINSENG
-7996015,BURSA SINUOSA WHOLE
-7997500,POLYSTICTUS VERSICOLOR WHOLE
-7990648,MEDICA DENTICULATA WHOLE
-7990962,WHITE SASSAFRAS
-7990749,PAPAVER ARVATICUM WHOLE
-7991119,CANNIBIDIOL
-7999195,LEPIDIUM MEYENII WHOLE
-7991584,BETA DECUMBENS WHOLE
-7993068,BIDENS SCANDICINA WHOLE
-7997186,SALVIA FASCICULATA WHOLE
-7995318,GREATER BURDOCK WHOLE
-7995889,CAPSELLA PERGROSSA WHOLE
-7997157,JAPANESE MEDLAR WHOLE
-7991221,ALUM WHOLE
-7998977,DEVIL'S CLUB
-7992020,"HORDEUM HEXASTICHUM L., ORTH. VAR."
-7994013,SCINDALMA CINNAMOMEUM WHOLE
-7994287,CINNAMOMUM AROMATICUM NEES
-7995841,CAPSELLA TRIANGULARIS WHOLE
-7991366,SALVIA LUCANA WHOLE
-7995382,TYFON
-7996519,MELIA ANGUSTIFOLIA WHOLE
-7997193,ROSMARINUS LAXIFLORUS WHOLE
-7998503,AESCULUS ASPLENIFOLIA
-7994032,FRIESIA RUBRA WHOLE
-7994279,PERSEA CASSIA WHOLE
-7990744,PAPAVER COMMUTATUM WHOLE
-7991805,VIRGINIA BLUEBELLS WHOLE
-7992774,TYRTAMIA REVOLUTA WHOLE
-7995884,CAPSELLA POIMENOBALANTION WHOLE
-7997588,ODOSTEMON AQUIFOLIUS WHOLE
-7993811,CYPERUS BIFAX WHOLE
-7996026,BURSA INTEGRELLA WHOLE
-7991398,NERIUM SPLENDENS WHOLE
-7996599,ERUCA VESICARIA WHOLE
-7993207,ROSA FLEXIBILIS WHOLE
-7991817,LITHOSPERMUM PULCHRUM WHOLE
-7998226,CONYZA NAUDINII WHOLE
-7996161,ESCHSCHOLZIA BERNARDINA WHOLE
-7998915,RUE WHOLE
-7992612,PURPLE GRANADILLA WHOLE
-7997744,CHINESE GINSENG WHOLE
-7994952,SAPOSHNIKOVIA DIVARICATA WHOLE
-7992424,AMERICAN CHESTNUT WHOLE
-7999156,BUPLEURUM OCTORADIATUM WHOLE
-7994245,PATCHOULY
-7992218,UNCARIA PROCUMBENS WHOLE
-7991380,EVERLASTING
-7996003,CAPSELLA ALGIDA WHOLE
-7993508,ACHILLEA TOMENTOSA WHOLE
-7994043,FOMES ALBUS WHOLE
-7991761,FICUS ALBESCENS WHOLE
-7990901,VIBURNUM AMERICANUM WHOLE
-7991815,LUNG LICHEN
-7997703,GALIUM APARINE L.
-7993951,SHAMEPLANT WHOLE
-7998131,XYLOSTEON FLEXUOSUM WHOLE
-7998585,CENTAURIUM ERYTHRAEA RAFN
-7993456,SAGE WHOLE
-7991325,CINNAMOMUM CHINENSE WHOLE
-7991322,CINNAMOMUM KIAMIS WHOLE
-7991569,BETA ROSEA WHOLE
-7996230,PHELLINUS OBLIQUUS WHOLE
-7993396,THYMUS VULGARIS L.
-7990624,MEDICAGO POLYMORPHA WHOLE
-7996111,ESCHSCHOLZIA PSEUDOINFLATA WHOLE
-7994432,VELVET DOCK WHOLE
-7997340,LIQUIDAMBAR MACROPHYLLA WHOLE
-7997569,COLA
-7995978,CAPSELLA BURSA-PASTORIS WHOLE
-7996937,BIFORA LOUREIROI WHOLE
-7991377,YELLOW CHASTEWEED
-7991501,INTERMEDIATE LADY'S-MANTLE WHOLE
-7993614,RUELLIA ARTICULATA WHOLE
-7998538,LAMIUM CARDIACA WHOLE
-7993444,SALVIA OFFICINALIS WHOLE
-7996441,FRUMENTUM REPENS WHOLE
-7997479,ARDISIA LABORDEI WHOLE
-7993978,SLIPPERY ELM
-7993853,JUGLANS ORIENTIS WHOLE
-7992923,ABIES CHLOROCARPA WHOLE
-7995917,CAPSELLA LINEARIS WHOLE
-7991411,NERIUM INDICUM WHOLE
-7993785,CYPERUS RUBICUNDUS WHOLE
-7996863,SPHAEROSTEMA JAPONICUM WHOLE
-7999573,ARTEMISIA DOONENSE WHOLE
-7994901,COMMON PLANTAIN WHOLE
-7993855,JUGLANS LONGIROSTRIS WHOLE
-7997490,GREATER CELANDINE
-7994679,AUSTRIAN PINE WHOLE
-7991302,ARNATTO WHOLE
-7997504,POLYPORUS NIGRICANS WHOLE
-7991400,NERIUM OLEANDER
-7992142,COMMIPHORA MUKUL  ENGL.
-7997354,SILENE SAPONARIA WHOLE
-7996416,BERBERIS GRACILLIMA WHOLE
-7991375,CLARY
-7991147,PRUNELLA
-7993551,ACHILLEA CALIFORNICA WHOLE
-7998767,HUNGARIAN CHAMOMILE WHOLE
-7998668,ELFVINGIA FOMENTARIA WHOLE
-7997087,MELIA AZADIRACHTA L.
-7996390,ERNDLIA SUBPERSONATA WHOLE
-7993608,WATER HYSSOP
-7996810,CICHORIUM INTYBUS WHOLE PLANT
-7993719,STYPTIC WEED WHOLE
-7994994,ULMUS VIMINALIS WHOLE
-7990794,WHITE OAK
-7993616,MONIERA MONNIERI WHOLE
-7998670,AGARICUS FOMENTARIUS WHOLE
-7995701,BOLDO
-7991021,RHODIOLA ROSEA
-7994450,BIG TAPER WHOLE
-7999855,CINNAMOMUM ELLIPTICUM WHOLE
-7992875,SARGASSUMPALLIDUM
-7994260,MESPILUS MONOGYNA WHOLE
-7994336,CHIONANTHUS LUTEUS WHOLE
-7995837,CAPSELLA VARIA WHOLE
-7998780,CHAMOMILLA COURRANTIANA WHOLE
-7997686,GALIUM ULIGINOSUM WHOLE
-7996780,PYRETHRUM DEMETRII WHOLE
-7995714,RHABARBARUM PALMATUM WHOLE
-7998728,BRASSICA WILLDENOWII WHOLE
-7991399,NERIUM OLEANDER WHOLE
-7994878,ALGAROBA WHOLE
-7992934,MYRTLE-FLAG
-7992536,JAPANESE ARALIA
-7990883,PEACH
-7994887,PLANTAGO SINUATA WHOLE
-7995293,FRUMENTUM TRITICUM WHOLE
-7992563,ALOE INDICA WHOLE
-7995476,LEVISTICUM OFFICINALE WHOLE
-7992559,ALOE VERA
-7992456,HOLY BASIL
-7997858,TRILOPUS HYEMALIS WHOLE
-7990779,FERULA GRAVEOLENS WHOLE
-7992709,CITRUS LEIOCARPA WHOLE
-7993591,GLYCYRRHIZA BRACHYCARPA WHOLE
-7991720,SHA REN
-7994409,VERBASCUM SPECTABILE WHOLE
-7992544,STAR CACTUS WHOLE
-7994810,FEMA NO. 2835
-7997010,DIOSPYROS MOSIERI WHOLE
-7993938,HYPERANTHERA MORINGA WHOLE
-7995407,BRASSICA PSEUDOCOLZA WHOLE
-7995948,CAPSELLA GALLICA WHOLE
-7994662,ULMUS PENDULA WHOLE
-7993438,GREEK-CLOVER
-7994632,LYCOPUS PAUCIFLORUS WHOLE
-7991416,NERION OLEANDRUM WHOLE
-7992199,ASPARAGUS RACEMOSUS
-7994299,SENNA TOROIDES WHOLE
-7998488,HORSE CHESTNUT
-7991907,NUTGRASS ALINGALE
-7992288,DANG QUI
-7999221,FIELD BALM WHOLE
-7998832,LEONTICE THALICTRIFOLIUM WHOLE
-7994016,POLYPORUS SEMIOVATUS WHOLE
-7991306,ANNATTO
-7993406,COMMON THYME WHOLE
-7990609,EUPATORIUM KIRILOWII WHOLE
-7993001,MORINDA CITRIFOLIA L.
-7994551,RHAMNUS SANGUINO WHOLE
-7999279,BEAR-GRASS WHOLE
-7993586,GLYCYRRHIZA HIRSUTA WHOLE
-7990747,PAPAVER ATROPURPUREUM WHOLE
-7991353,ACACIA KALKORA WHOLE
-7990778,FERULA MARATHROPHYLLA WHOLE
-7994953,SAPOSHNIKOVIA DIVARICATA
-7992574,EUTERPE BEARDII WHOLE
-7992878,LYCIUM PALLIDUM MIERS
-7999614,GLYCINE ANGUSTIFOLIA WHOLE
-7991265,AMERICAN SYCAMORE WHOLE
-7995857,CAPSELLA SINUOSA WHOLE
-7991040,GRAINS-OF-PARADISE
-7991997,HORDEUM NEKLUDOWII WHOLE
-7995943,CAPSELLA GROSSA WHOLE
-7994015,POLYPORUS THOMSONII WHOLE
-7996036,BURSA DJURDJURAE WHOLE
-7994398,WOOLLY MULLEIN WHOLE
-7996617,ERUCA CAPPADOCICA WHOLE
-7992838,GOLDEN THREAD
-7995080,MAHONIA
-7992862,GYMNEMA
-7997904,PRUNELLA VULGARIS EXTRACT
-7991388,BELGIUM ENDIVE
-7992976,SARCOCEPHALUS LEICHHARDTII WHOLE
-7992909,PICEA METENSIS WHOLE
-7991123,WOOD BETONY
-7993812,CYPERUS BICOLOR WHOLE
-7990904,OPULUS PALUSTRIS WHOLE
-7998083,BERBERIS HAKODATE WHOLE
-7993789,CYPERUS RADICOSUS WHOLE
-7993745,CASSIA OBLIQUIFOLIA WHOLE
-7994322,LIGUSTRUM COTINIFOLIUM WHOLE
-7996205,SPHYRNA LEWINI
-7995845,CAPSELLA TENERESCENS WHOLE
-7993156,CATMINT
-7990607,EUPATORIUM LINDLEYANUM
-7992253,NETTLE
-7997543,BLACK LOCUST WHOLE
-7995220,ASS'S FOOT WHOLE
-7994568,FRANGULA ALNUS MILL.
-7991939,SCUTELLARIA LATERIFLORA WHOLE
-7991422,THEA STRICTA WHOLE
-7996120,ESCHSCHOLZIA MEXICANA
-7996823,CHICKORY WHOLE
-7992251,YI ZHU QIAN MA
-7996815,CICHORIUM GLAUCUM WHOLE
-7994012,SCINDALMA SEMIOVATUM WHOLE
-7995343,ARCION TOMENTOSUM WHOLE
-7996843,CHAMAEROPS SERRULATA WHOLE
-7991358,SCLAREA TINGITANA WHOLE
-7990718,GIANT FILBERT
-7996377,ERIODICTYON CALIFORNICUM WHOLE
-7991009,"OLEA EUROPAEA, FLOS"
-7993850,JUGLANS REGIA KAMAONIA WHOLE
-7992077,ECHINACEA ANGUSTIFOLIA
-7993295,EUROPEAN BLACK ELDERBERRY WHOLE
-7993691,HIBISCUS BURR WHOLE
-7992973,EUROPEANFIELDELM
-7990753,FIELD POPPY WHOLE
-7994120,INULA HELENIUM WHOLE
-7993439,FENUGREEK
-7997331,SWEETGUM WHOLE
-7994745,SHAN ZHU YU
-7997567,COLA NITIDA  SCHOTT & ENDL.
-7992822,DEVILS WALKINGSTICK WHOLE
-7991197,SCOTS HEATHER
-7992943,MOUNTAIN BUCHU
-7994594,CULTIVATED FENUGREEK WHOLE
-7995478,LEVISTICUM OFFICINALE W.D.J. KOCH
-7993685,URENA CANA WHOLE
-7992004,HORDEUM LAPPONICUM WHOLE
-7993624,HERPESTIS SPATHULATA WHOLE
-7990925,PIPER SARMENTOSUM ROXB.
-7995887,CAPSELLA PERVERSA WHOLE
-7998067,BERBERIS SANGUINOLENTA WHOLE
-7994996,ULMUS UZBEKISTANICA WHOLE
-7992540,WEST INDIAN ALOE
-7999394,BREADFRUIT WHOLE
-7997716,CLEAVERS HERB
-7998012,PULEGIUM MICRANTHUM WHOLE
-7998331,MORELLA CERIFERA  SMALL
-7994008,UNGULARIA PARVULA WHOLE
-7996379,ERIODICTYON CALIFORNICUM  TORR.
-7993005,MORINDA ASPERA WHOLE
-7998179,DIOSCOREA LLOYDIANA WHOLE
-7997283,FUCUS EDENTATUS
-7994283,CINNAMOMUM CASSIA WHOLE
-7990751,FLANDERS POPPY WHOLE
-7995906,CAPSELLA MICROCARPA WHOLE
-7993219,ROSA CAUCASICA WHOLE
-7990644,MEDICAGO CASPIA WHOLE
-7999974,PERIPLOCA SYLVESTRIS WHOLE
-7997438,MEADOW SAGE WHOLE
-7992895,YERBA-SANTA
-7991199,RED-HEATH
-7995985,CAPSELLA BRITTONII WHOLE
-7991567,BETA STRICTA WHOLE
-7990698,CHIMAPHILA UMBELLATA  W.P.C.BARTON
-7992244,GENTIANA LUTEA RHIZOME/WHOLE
-7991114,HIGH THC CONTENT CANNABIS SATIVA WHOLE
-7996018,BURSA PERGROSSA WHOLE
-7997677,WHITE HEDGE WHOLE
-7990736,PAPAVER RHOEAS L.
-7993741,CASSIA PLUMIERI WHOLE
-7996070,CHASTETREE
-7992360,SILYBUM MARIANUM WHOLE
-7998357,PLEUROPTERUS CORDATUS WHOLE
-7993287,SAMBUCUS NIGRA L.
-7994302,SENNA OBTUSIFOLIA  H.S.IRWIN & BARNEBY
-7995041,ULMUS ANGUSTIFOLIA WHOLE
-7996615,ERUCA FOETIDA WHOLE
-7999019,CRUCIFERA SISYMBRIUM WHOLE
-7991081,COMMON MALLOW
-7992565,ALOE ELONGATA WHOLE
-7999809,CAMPHORA OFFICINALIS WHOLE
-7991136,MANDARIN ORANGE
-7991858,COMMON BORAGE WHOLE
